Unnamed: 0,file,is_background,date_time,location,speed_kmh,sample_pos,daytime,weather,vehicle,source_direction,microphone,channel,decibel,Dezibel_ber
10424,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_115125504_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,115125504,,,,,SE,CH34,0.0493822508026994,36.86004638671875
10425,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1157816_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1157816,A,D,C,R,ME,CH12,2.549179627835642,35.39633560180664
10426,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1157816_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1157816,A,D,C,R,SE,CH34,7.723106578155282,51.31315994262695
10427,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1160263_A_D_TR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1160263,A,D,T,R,ME,CH12,4.613263783969447,37.76491928100586
10428,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1160263_A_D_TR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1160263,A,D,T,R,SE,CH34,9.33112842070016,52.85005950927734
10429,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116284928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116284928,,,,,ME,CH12,0.0009269461400206994,26.9654655456543
10430,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116284928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116284928,,,,,SE,CH34,0.004163911565247974,39.21651458740234
10431,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116380928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116380928,,,,,ME,CH12,0.0008908291264251243,26.3585205078125
10432,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116380928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116380928,,,,,SE,CH34,0.003560406366914511,37.68286895751953
10433,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1164632_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1164632,A,D,T,L,ME,CH12,6.734234367265933,39.26996231079102
10434,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1164632_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1164632,A,D,T,L,SE,CH34,12.26884200404679,55.51358413696289
10435,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116476928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116476928,,,,,ME,CH12,0.001200277792330814,29.31064414978027
10436,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116476928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116476928,,,,,SE,CH34,0.005168689743998484,41.76308822631836
10437,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116572928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116572928,,,,,ME,CH12,0.001160119768257444,28.79617881774902
10438,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116572928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116572928,,,,,SE,CH34,0.004644294048386961,41.15433502197266
10439,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1166407_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1166407,A,D,C,R,ME,CH12,2.755658755472213,34.72262573242188
10440,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1166407_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1166407,A,D,C,R,SE,CH34,7.279770051511304,50.53522491455078
10441,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116668928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116668928,,,,,ME,CH12,0.0008599549934271551,26.46599006652832
10442,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116668928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116668928,,,,,SE,CH34,0.004020331690627473,39.67349624633789
10443,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116764928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116764928,,,,,ME,CH12,0.0007462279861863082,25.46924018859863
10444,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116764928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116764928,,,,,SE,CH34,0.00320908998477504,38.01227188110352
10445,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116860928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116860928,,,,,ME,CH12,0.0007526180853428955,25.02753829956055
10446,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116860928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116860928,,,,,SE,CH34,0.003021674293587285,36.94981384277344
10447,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1168904_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1168904,A,D,T,L,ME,CH12,4.609421294544172,36.69021987915039
10448,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1168904_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1168904,A,D,T,L,SE,CH34,9.96110650150016,52.43873977661133
10449,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116956928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116956928,,,,,ME,CH12,0.000678853646073273,24.53226089477539
10450,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_116956928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,116956928,,,,,SE,CH34,0.002828762643850583,36.36841583251953
10451,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_117052928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,117052928,,,,,ME,CH12,0.0007854009570588333,25.72760391235352
10452,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_117052928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,117052928,,,,,SE,CH34,0.003373157246673291,37.78365707397461
10453,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_117148928_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,117148928,,,,,ME,CH12,0.0007359349356793006,25.42082786560059
10454,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_117148928_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,117148928,,,,,SE,CH34,0.003000842884653286,37.42099761962891
10455,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1176296_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1176296,A,D,C,L,ME,CH12,7.837820706011832,39.39805603027344
10456,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1176296_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1176296,A,D,C,L,SE,CH34,13.57365444739581,55.90213394165039
10457,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1186952_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1186952,A,D,C,R,ME,CH12,6.771952171278634,38.89206695556641
10458,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1186952_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1186952,A,D,C,R,SE,CH34,11.9483896361369,54.9813117980957
10459,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_11947520_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,11947520,,,,,ME,CH12,0.0008014442220997211,26.02198219299316
10460,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_11947520_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,11947520,,,,,SE,CH34,0.002775256002159499,35.772705078125
10461,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1199528_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1199528,A,D,T,L,ME,CH12,3.642117266455255,36.06642913818359
10462,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1199528_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1199528,A,D,T,L,SE,CH34,8.972786907821988,51.87545776367188
10463,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1202359_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1202359,A,D,C,L,ME,CH12,5.604868218039592,37.44970321655273
10464,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1202359_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1202359,A,D,C,L,SE,CH34,12.1192224940623,54.32020568847656
10465,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_12043520_ME_CH12-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,12043520,,,,,ME,CH12,0.0008550187214536277,26.63501739501953
10466,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_12043520_SE_CH34-BG,True,2019-11-18-16-40,Langewiesener-Strasse,50,12043520,,,,,SE,CH34,0.003029944573828056,36.52409362792969
10467,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1237256_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1237256,A,D,C,L,ME,CH12,6.835594938090633,38.74385833740234
10468,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1237256_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1237256,A,D,C,L,SE,CH34,12.29272831888022,54.73680877685547
10469,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1241192_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1241192,A,D,C,L,ME,CH12,5.907583988351817,37.6201057434082
10470,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1241192_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1241192,A,D,C,L,SE,CH34,11.81905346406218,54.12106704711914
10471,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1246568_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1246568,A,D,C,R,ME,CH12,4.400166912809875,36.18633651733398
10472,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1246568_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1246568,A,D,C,R,SE,CH34,10.28127505308012,52.32853698730469
10473,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1252136_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1252136,A,D,C,R,ME,CH12,6.466489704618241,39.07992172241211
10474,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1252136_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1252136,A,D,C,R,SE,CH34,11.94714350780973,55.21145248413086
10475,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1254776_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1254776,A,D,C,R,ME,CH12,7.002558792488927,39.07369232177734
10476,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1254776_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1254776,A,D,C,R,SE,CH34,13.75609883309961,55.88992691040039
10477,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1256551_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1256551,A,D,C,R,ME,CH12,6.022906621258556,39.10612487792969
10478,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1256551_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1256551,A,D,C,R,SE,CH34,10.74027747996398,54.19681167602539
10479,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1260920_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1260920,A,D,C,R,ME,CH12,3.707236670655476,36.60535049438477
10480,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1260920_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1260920,A,D,C,R,SE,CH34,8.594391581633047,51.92242813110352
10481,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1265816_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1265816,A,D,T,L,ME,CH12,4.988324033371091,37.32405853271484
10482,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1265816_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1265816,A,D,T,L,SE,CH34,10.29414866337878,52.96359252929688
10483,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1267496_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1267496,A,D,C,R,ME,CH12,1.863425130040966,34.98204040527344
10484,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1267496_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1267496,A,D,C,R,SE,CH34,7.234230184583092,50.6136360168457
10485,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1273112_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1273112,A,D,C,L,ME,CH12,3.848851356668059,35.99356842041016
10486,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1273112_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1273112,A,D,C,L,SE,CH34,9.07029127353282,51.74492263793945
10487,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1277384_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1277384,A,D,C,L,ME,CH12,5.652789101148352,37.44037628173828
10488,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1277384_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1277384,A,D,C,L,SE,CH34,11.42249386726114,53.65460586547852
10489,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1286599_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1286599,A,D,T,L,ME,CH12,8.336590535540049,41.74750900268555
10490,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1286599_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1286599,A,D,T,L,SE,CH34,11.42941237865616,54.08186340332031
10491,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1289336_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1289336,A,D,C,L,ME,CH12,6.387757277372485,38.15800094604492
10492,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1289336_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1289336,A,D,C,L,SE,CH34,11.88756029807058,53.84384536743164
10493,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1302488_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1302488,A,D,C,R,ME,CH12,5.755127727973594,38.51234436035156
10494,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1302488_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1302488,A,D,C,R,SE,CH34,11.42565490890283,54.95464706420898
10495,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1321352_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1321352,A,D,C,L,ME,CH12,5.241845052394856,37.09786605834961
10496,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1321352_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1321352,A,D,C,L,SE,CH34,10.86437354039448,53.38653182983398
10497,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1323752_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1323752,A,D,C,L,ME,CH12,4.921953849238502,36.75853729248047
10498,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1323752_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1323752,A,D,C,L,SE,CH34,10.77165803747527,52.98109817504883
10499,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1337384_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1337384,A,D,C,R,ME,CH12,4.613480095951223,36.9004020690918
10500,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1337384_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1337384,A,D,C,R,SE,CH34,9.721998557657292,52.62687683105469
10501,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1353848_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1353848,A,D,C,L,ME,CH12,7.102340625768006,39.39799118041992
10502,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1353848_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1353848,A,D,C,L,SE,CH34,12.34645617133507,55.21164703369141
10503,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1356344_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1356344,A,D,T,L,ME,CH12,9.562012191831709,41.00092315673828
10504,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1356344_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1356344,A,D,T,L,SE,CH34,15.17040805804521,57.43152618408203
10505,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1375592_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1375592,A,D,C,R,ME,CH12,2.716407122401936,35.03207397460938
10506,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1375592_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1375592,A,D,C,R,SE,CH34,8.642081811126982,51.63717651367188
10507,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1389704_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1389704,A,D,T,L,ME,CH12,6.020151461115902,37.70342254638672
10508,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1389704_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1389704,A,D,T,L,SE,CH34,11.67991828325249,53.44817352294922
10509,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1403336_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1403336,A,D,C,R,ME,CH12,4.206074269885671,37.05609893798828
10510,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1403336_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1403336,A,D,C,R,SE,CH34,9.772212157499496,53.09322357177734
10511,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1406216_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1406216,A,D,C,R,ME,CH12,3.562632364976702,36.9530029296875
10512,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1406216_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1406216,A,D,C,R,SE,CH34,7.951708080232431,51.31975555419922
10513,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1416488_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1416488,A,D,C,R,ME,CH12,5.198434377584315,37.57351684570312
10514,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1416488_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1416488,A,D,C,R,SE,CH34,11.047223857556,53.9313850402832
10515,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1418504_A_D_TR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1418504,A,D,T,R,ME,CH12,4.782500135389175,37.47012710571289
10516,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1418504_A_D_TR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1418504,A,D,T,R,SE,CH34,10.11952555837097,53.72909545898438
10517,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1420472_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1420472,A,D,C,R,ME,CH12,4.531710615402009,37.2407112121582
10518,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1420472_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1420472,A,D,C,R,SE,CH34,9.904719318984768,53.4951286315918
10519,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1422680_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1422680,A,D,C,L,ME,CH12,5.255920427178774,37.23321914672852
10520,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1422680_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1422680,A,D,C,L,SE,CH34,10.40084544164887,52.94649887084961
10521,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1425416_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1425416,A,D,C,L,ME,CH12,7.781658195505995,38.80040740966797
10522,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1425416_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1425416,A,D,C,L,SE,CH34,13.60548056689782,55.17370986938477
10523,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1444568_A_D_TR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1444568,A,D,T,R,ME,CH12,6.537086422407118,41.48925399780273
10524,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1444568_A_D_TR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1444568,A,D,T,R,SE,CH34,8.188164283176416,53.10919189453125
10525,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1463000_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1463000,A,D,T,L,ME,CH12,7.582460411988654,39.04531097412109
10526,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1463000_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1463000,A,D,T,L,SE,CH34,13.4527643296605,55.37103271484375
10527,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1470008_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1470008,A,D,C,R,ME,CH12,2.605207012653182,34.89346694946289
10528,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1470008_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1470008,A,D,C,R,SE,CH34,8.208459460339515,50.92653656005859
10529,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1472168_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1472168,A,D,C,R,ME,CH12,3.408242031040143,37.30325317382812
10530,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1472168_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1472168,A,D,C,R,SE,CH34,7.825736067284486,51.0101203918457
10531,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1476056_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1476056,A,D,C,R,ME,CH12,4.887539264213602,37.56346130371094
10532,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1476056_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1476056,A,D,C,R,SE,CH34,11.17865698107896,54.60332870483398
10533,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1479416_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1479416,A,D,T,L,ME,CH12,4.98408166368511,37.38702392578125
10534,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1479416_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1479416,A,D,T,L,SE,CH34,10.10033041748035,52.75440216064453
10535,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1485752_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1485752,A,D,C,R,ME,CH12,4.991149272365799,38.53512573242188
10536,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1485752_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1485752,A,D,C,R,SE,CH34,8.552984845319195,52.07872009277344
10537,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1488008_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1488008,A,D,C,L,ME,CH12,7.512749881944591,39.8336181640625
10538,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1488008_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1488008,A,D,C,L,SE,CH34,12.43543991495534,55.00186538696289
10539,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1491464_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1491464,A,D,C,R,ME,CH12,3.190185221941866,36.07080078125
10540,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1491464_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1491464,A,D,C,R,SE,CH34,8.728808092803916,51.7366943359375
10541,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1496744_A_D_TL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1496744,A,D,T,L,ME,CH12,14.23101009099616,47.09032821655273
10542,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1496744_A_D_TL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1496744,A,D,T,L,SE,CH34,17.88963620890758,62.3004264831543
10543,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1503848_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1503848,A,D,C,L,ME,CH12,6.908112064999109,38.89178085327148
10544,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1503848_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1503848,A,D,C,L,SE,CH34,12.5079718950052,54.92313385009766
10545,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1516856_A_D_CL_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1516856,A,D,C,L,ME,CH12,8.590986682396679,43.67725372314453
10546,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1516856_A_D_CL_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1516856,A,D,C,L,SE,CH34,11.09567094402953,55.03642654418945
10547,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1520456_A_D_CR_ME_CH12,False,2019-11-18-16-40,Langewiesener-Strasse,50,1520456,A,D,C,R,ME,CH12,2.808878965989654,35.82720947265625
10548,2019-11-18-16-40_Langewiesener-Strasse_50Kmh_1520456_A_D_CR_SE_CH34,False,2019-11-18-16-40,Langewiesener-Strasse,50,1520456,A,D,C,R,SE,CH34,7.992903288285081,51.43196868896484
